code,name,city,country,timezone,lat,lng,terminal,gate
COO,Cadjehoun,Cotonou,Benin,Africa/Porto-Novo,6.357228,2.384353,,
COQ,Choibalsan Airport,Choibalsan,Mongolia,UTC,48.1357,114.646,,
COS,City Of Colorado Springs Muni,Colorado Springs,United States,America/Denver,38.805805,-104.700778,,
COR,Ambrosio L V Taravella,Cordoba,Argentina,America/Argentina/Cordoba,-31.323619,-64.207953,,
COU,Columbia Rgnl,Columbia,United States,America/Chicago,38.818094,-92.219631,,
LAD,Luanda 4 De Fevereiro,Luanda,Angola,Africa/Luanda,-8.858375,13.231178,,
LAE,Nadzab,Nadzab,Papua New Guinea,Pacific/Port_Moresby,-6.569828,146.726242,,
TQR,San Domino Island Heliport,Tremiti Islands,Italy,Europe/Rome,42.1025,15.488,,
CPD,Coober Pedy Airport,Coober Pedy,Australia,Australia/Adelaide,-29.04,134.721,,
CPC,Aviador C Campos,San Martin Des Andes,Argentina,America/Argentina/Mendoza,-40.075383,-71.137294,,
LAK,Aklavik,Aklavik,Canada,America/Inuvik,68.223333,-135.005833,,
LAN,Capital City,Lansing,United States,America/Detroit,42.7787,-84.587357,,
CPE,Ingeniero Alberto Acuna Ongay Intl,Campeche,Mexico,America/Merida,19.816794,-90.500314,,
CPH,Kastrup,Copenhagen,Denmark,Europe/Copenhagen,55.617917,12.655972,,
LAP,General Manuel Marquez De Leon Intl,La Paz,Mexico,America/Mazatlan,24.072694,-110.362475,,
LAO,Laoag Intl,Laoag,Philippines,Asia/Manila,18.178092,120.531522,,
LAR,Laramie Regional Airport,Laramie,United States,America/Denver,41.3121,-105.675,,
LAQ,La Abraq Airport,Al Bayda',Libya,Africa/Tripoli,32.788673,21.964333,,
LAS,Mc Carran Intl,Las Vegas,United States,America/Los_Angeles,36.080056,-115.15225,,
LAU,Lamu Manda,Lamu,Kenya,Africa/Nairobi,-2.252417,40.913097,,
LAX,Los Angeles Intl,Los Angeles,United States,America/Los_Angeles,33.942536,-118.408075,,
CPO,Copiapo,Copiapo,Chile,America/Santiago,-27,-70,,
TRC,Torreon Intl,Torreon,Mexico,America/Monterrey,25.568278,-103.410583,,
CPQ,Amarais Airport,Campinas,Brazil,America/Campo_Grande,-22.8592,-47.1082,,
CPT,Cape Town Intl,Cape Town,South Africa,Africa/Johannesburg,-33.964806,18.601667,,
TRE,Tiree,Tiree,United Kingdom,Europe/London,56.499167,-6.869167,,
TRD,Vaernes,Trondheim,Norway,Europe/Oslo,63.457556,10.92425,,
CPV,Presidente Joao Suassuna,Campina Grande,Brazil,America/Recife,-7.269917,-35.896364,,
TRF,Torp,Sandefjord,Norway,Europe/Oslo,59.186703,10.258628,,
CPX,Culebra Airport,Culebra Island,Puerto Rico,America/Puerto_Rico,18.3127,-65.3034,,
LBA,Leeds Bradford,Leeds,United Kingdom,Europe/London,53.865897,-1.660569,,
TRI,Tri-Cities Regional Airport,BRISTOL,United States,America/Kentucky/Monticello,36.4752222,-82.4074167,,
LBC,Lubeck Blankensee,Luebeck,Germany,Europe/Berlin,53.805367,10.719222,,
TRK,Juwata,Taraken,Indonesia,Asia/Makassar,3.326694,117.565569,,
LBB,Lubbock Preston Smith Intl,Lubbock,United States,America/North_Dakota/Center,33.663639,-101.822778,,
LBD,Khudzhand Airport,Khudzhand,Tajikistan,Asia/Dushanbe,40.2154,69.6947,,
TRO,Taree Airport,Taree,Australia,Australia/Sydney,-31.8886,152.514,,
LBG,Le Bourget,Paris,France,Europe/Paris,48.969444,2.441389,,
LBF,North Platte Regional Airport Lee Bird Field,North Platte,United States,America/North_Dakota/Center,41.1262,-100.684,,
TRN,Torino,Torino,Italy,Europe/Rome,45.200761,7.649631,,
TRS,Ronchi Dei Legionari,Ronchi De Legionari,Italy,Europe/Rome,45.8275,13.472222,,
TRU,Capitan Carlos Martinez De Pinillos,Trujillo,Peru,America/Lima,-8.081411,-79.108761,,
CQD,Shahre Kord Airport,Shahre Kord,Iran,Asia/Tehran,32.2972,50.8422,,
LBL,Liberal Muni,Liberal,United States,America/North_Dakota/Center,37.044222,-100.95986,,
TRW,Bonriki Intl,Tarawa,Kiribati,Pacific/Tarawa,1.381636,173.147036,,
TRV,Thiruvananthapuram Intl,Trivandrum,India,Asia/Kolkata,8.482122,76.920114,,
LBP,Long Banga Airport,Long Banga,Malaysia,Asia/Kuching,3.18495,115.454,,
LBS,Labasa Airport,Lambasa,Fiji,Pacific/Fiji,-16.466749,179.33986,,
TRZ,Trichy,Tiruchirappalli,India,Asia/Kolkata,10.765364,78.709722,,
LBU,Labuan,Labuan,Malaysia,Asia/Kuching,5.300683,115.250181,,
LBV,Leon M Ba,Libreville,Gabon,Africa/Libreville,0.4586,9.412283,,
TSA,Sungshan,Taipei,Taiwan,Asia/Taipei,25.069722,121.5525,,
TSF,Treviso,Treviso,Italy,Europe/Rome,45.6484,12.194422,,
TSE,Astana Intl,Tselinograd,Kazakhstan,Asia/Qyzylorda,51.022222,71.466944,,
LCA,Larnaca,Larnaca,Cyprus,Asia/Nicosia,34.875117,33.62485,,
TSL,Tamuin,Tamuin,Mexico,America/Mexico_City,22.038292,-98.806503,,
TSN,Binhai,Tianjin,China,Asia/Shanghai,39.124353,117.346183,,
LCE,Goloson Intl,La Ceiba,Honduras,America/Tegucigalpa,15.742481,-86.853036,,
LCG,A Coruna,La Coruna,Spain,Europe/Madrid,43.302061,-8.377256,,
LCJ,Łódź Władysław Reymont Airport,Lodz,Poland,Europe/Warsaw,51.721881,19.398133,,
TSR,Traian Vuia,Timisoara,Romania,Europe/Bucharest,45.809861,21.337861,,
CRA,Craiova,Craiova,Romania,Europe/Bucharest,44.318139,23.888611,,
CRD,Comodoro Rivadavia,Comodoro Rivadavia,Argentina,America/Argentina/Rio_Gallegos,-45.785347,-67.465508,,
TST,Trang,Trang,Thailand,Asia/Bangkok,7.508744,99.616578,,
LCK,Rickenbacker Intl,Columbus,United States,America/Indiana/Vevay,39.813786,-82.927822,,
TSS,East 34th Street Heliport,New York,United States,America/New_York,40.7425,-73.971944,,
TSV,Townsville,Townsville,Australia,Australia/Lindeman,-19.2525,146.765278,,
LCR,La Chorrera Airport,La Chorrera,Colombia,America/Bogota,-0.733333,-73.016667,,
CRI,Colonel Hill Airport,Colonel Hill,Bahamas,America/Nassau,22.745561,-74.182353,,
CRL,Brussels South,Charleroi,Belgium,Europe/Brussels,50.459197,4.453817,,
CRK,Diosdado Macapagal International,Angeles City,Philippines,Asia/Manila,15.185833,120.560278,,
CRM,Catarman National Airport,Catarman,Philippines,Asia/Manila,12.502417,124.635778,,
CRP,Corpus Christi Intl,Corpus Christi,United States,America/Chicago,27.770361,-97.501222,,
TTA,Plage Blanche,Tan Tan,Morocco,Africa/Casablanca,28.448194,-11.161347,,
LCY,City,London,United Kingdom,Europe/London,51.505278,0.055278,,
TTE,Sultan Babullah,Ternate,Indonesia,Asia/Jayapura,0.831414,127.381486,,
CRW,Yeager,Charleston,United States,America/Indiana/Vevay,38.373147,-81.593189,,
LDB,Londrina,Londrina,Brazil,America/Campo_Grande,-23.333625,-51.130072,,
TTJ,Tottori,Tottori,Japan,Asia/Tokyo,35.530069,134.166553,,
LDE,Lourdes,Tarbes,France,Europe/Paris,43.178675,-0.006439,,
LDG,Leshukonskoye Airport,Arkhangelsk,Russia,Europe/Moscow,64.895833,45.722778,,
CSA,Colonsay Airport,Colonsay,United Kingdom,Europe/London,56.0575,-6.243056,,
TTQ,Aerotortuguero Airport,Roxana,Costa Rica,America/Costa_Rica,10.569,-83.5148,,
TTT,Fengnin,Fengnin,Taiwan,Asia/Taipei,22.754986,121.101681,,
LDN,Lamidanda,Lamidanda,Nepal,UTC,27.253117,86.670044,,
CSH,Solovki Airport,Solovetsky Islands,Russia,Europe/Moscow,65.03,35.7333,,
CSK,Cap Skiring,Cap Skiring,Senegal,Africa/Dakar,12.4102,-16.746125,,
LDU,Lahad Datu,Lahad Datu,Malaysia,Asia/Kuching,5.032247,118.324036,,
LDY,City of Derry,Londonderry,United Kingdom,Europe/London,55.042778,-7.161111,,
TUB,Tubuai,Tubuai,French Polynesia,Pacific/Tahiti,-23.365353,-149.524072,,
TUA,Teniente Coronel Luis A Mantilla,Tulcan,Ecuador,America/Guayaquil,0.809506,-77.708056,,
TUD,Tambacounda,Tambacounda,Senegal,Africa/Dakar,13.736817,-13.653122,,
TUC,Teniente Benjamin Matienzo,Tucuman,Argentina,America/Argentina/Tucuman,-26.840861,-65.104944,,
TUG,Tuguegarao Airport,Tuguegarao,Philippines,Asia/Manila,17.638311,121.730614,,
CSY,Cheboksary Airport,Cheboksary,Russia,Europe/Moscow,56.0903,47.3473,,
LEB,Lebanon Municipal Airport,Lebanon,United States,America/New_York,43.6261,-72.3042,,
CSX,Huanghua,Changcha,China,Asia/Shanghai,28.189158,113.219633,,
LEA,Learmonth,Learmonth,Australia,Australia/Perth,-22.235556,114.088611,,
TUI,Turaif,Turaif,Saudi Arabia,Asia/Riyadh,31.692683,38.7312,,
LED,Pulkovo,St. Petersburg,Russia,Europe/Moscow,59.800292,30.262503,,
TUL,Tulsa Intl,Tulsa,United States,America/Chicago,36.198389,-95.888111,,
TUK,Turbat International Airport,Turbat,Pakistan,Asia/Karachi,25.986369,63.030167,,
TUN,Carthage,Tunis,Tunisia,Africa/Tunis,36.851033,10.227217,,
TUP,Tupelo Regional Airport,Tupelo,United States,America/Chicago,34.2681,-88.7699,,
LEJ,Leipzig Halle,Leipzig,Germany,Europe/Berlin,51.432447,12.241633,,
CTA,Catania Fontanarossa,Catania,Italy,Europe/Rome,37.466781,15.0664,,
LEI,Almeria,Almeria,Spain,Africa/Ceuta,36.843936,-2.370097,,
CTC,Catamarca,Catamarca,Argentina,America/Argentina/Catamarca,-28.593214,-65.750925,,
TUS,Tucson Intl,Tucson,United States,America/Phoenix,32.116083,-110.941028,,
LEN,Leon Airport,Leon,Spain,Europe/Madrid,42.589,-5.655556,,
TUU,Tabuk,Tabuk,Saudi Arabia,Asia/Riyadh,28.365417,36.618889,,
CTG,Rafael Nunez,Cartagena,Colombia,America/Bogota,10.442381,-75.512961,,
LER,Leinster Airport,Leinster,Australia,Australia/Perth,-27.8433,120.703,,
CTL,Charleville,Charlieville,Australia,Australia/Brisbane,-26.413334,146.2625,,
LET,Alfredo Vasquez Cobo,Leticia,Colombia,America/Bogota,-4.193549,-69.943163,,
LEV,Levuka Airfield,Levuka,Fiji,Pacific/Fiji,-17.68333,178.83333,,
CTM,Chetumal Intl,Chetumal,Mexico,America/Merida,18.504667,-88.326847,,
LEX,Blue Grass,Lexington KY,United States,America/Indiana/Vevay,38.0365,-84.605889,,
TVC,Cherry Capital Airport,Traverse City,United States,America/Detroit,44.741445,-85.582235,,
CTS,New Chitose,Sapporo,Japan,Asia/Tokyo,42.7752,141.692283,,
CTU,Shuangliu,Chengdu,China,Asia/Chongqing,30.578528,103.947086,,
CUC,Camilo Daza,Cucuta,Colombia,America/Bogota,7.927567,-72.511547,,
CUE,Mariscal Lamar,Cuenca,Ecuador,America/Guayaquil,-2.889467,-78.984397,,
LFM,,,,Asia/Tehran,0,0,,
TVU,Matei Airport,Matei,Fiji,Pacific/Fiji,-16.6906,-179.877,,
CUF,Levaldigi,Cuneo,Italy,Europe/Rome,44.547019,7.623217,,
TVY,Dawei Airport,Dawei,Burma,Asia/Rangoon,14.103886,98.203636,,
CUK,Caye Caulker Airport,Caye Caulker,Belize,America/Belize,17.7347,-88.0325,,
LFR,La Fria,La Fria,Venezuela,America/Caracas,8.239167,-72.271028,,
CUM,Antonio Jose De Sucre,Cumana,Venezuela,America/Caracas,10.450333,-64.130472,,
CUL,Culiacan Intl,Culiacan,Mexico,America/Mazatlan,24.764547,-107.474717,,
LFT,Lafayette Rgnl,Lafayette,United States,America/Chicago,30.205278,-91.987611,,
LFW,Gnassingbe Eyadema Intl,Lome,Togo,Africa/Lome,6.165611,1.254511,,
CUN,Cancun Intl,Cancun,Mexico,America/Cancun,21.036528,-86.877083,,
TWB,Toowoomba,Toowoomba,Australia,Australia/Brisbane,-27.542778,151.916389,,
CUP,General Jose Francisco Bermudez,Carupano,Venezuela,America/Caracas,10.660014,-63.261681,,
TWA,Twin Hills Airport,Twin Hills,United States,America/Anchorage,59.074444,-160.275,,
CUR,Hato,Willemstad,Netherlands Antilles,America/Curacao,12.188853,-68.959803,,
CUU,General R Fierro Villalobos Intl,Chihuahua,Mexico,America/Chihuahua,28.702875,-105.964567,,
LGB,Long Beach,Long Beach,United States,America/Los_Angeles,33.817722,-118.151611,,
LGA,La Guardia,New York,United States,America/New_York,40.777245,-73.872608,,
CUZ,Teniente Alejandro Velasco Astete Intl,Cuzco,Peru,America/Lima,-13.535722,-71.938781,,
LGG,Liege,Liege,Belgium,Europe/Brussels,50.637417,5.443222,,
LGI,Deadmans Cay,Dead Man's Cay,Bahamas,America/Nassau,23.179014,-75.093597,,
LGL,Long Lellang Airport,Long Datih,Malaysia,Asia/Kuching,3.421,115.154,,
TWT,,,,Asia/Manila,0,0,,
LGK,Langkawi Intl,Pulau,Malaysia,Asia/Kuala_Lumpur,6.329728,99.728667,,
TWU,Tawau,Tawau,Malaysia,Asia/Kuching,4.313369,118.121953,,
LGP,Legazpi,Legazpi,Philippines,Asia/Manila,13.157064,123.746247,,
CVG,Cincinnati Northern Kentucky Intl,Cincinnati,United States,America/Indiana/Vevay,39.048836,-84.667822,,
LGQ,Nueva Loja Airport,Lago Agrio,Ecuador,America/Guayaquil,0.093056,-76.8675,,
CVN,Clovis Muni,Clovis,United States,America/Denver,34.425139,-103.079278,,
CVM,General Pedro Jose Mendez Intl,Ciudad Victoria,Mexico,America/Monterrey,23.703336,-98.956486,,
LGW,Gatwick,London,United Kingdom,Europe/London,51.148056,-0.190278,,
CVQ,Carnarvon Airport,Carnarvon,Australia,Australia/Perth,-24.8806,113.672,,
CVT,Coventry,Coventry,United Kingdom,Europe/London,52.369722,-1.479722,,
CVU,Corvo Airport,Corvo,Portugal,Atlantic/Azores,39.6715,-31.1136,,
LHE,Allama Iqbal Intl,Lahore,Pakistan,Asia/Karachi,31.521564,74.403594,,
TXL,Tegel,Berlin,Germany,Europe/Berlin,52.559686,13.287711,,
TXN,Tunxi International Airport,Huangshan,China,Asia/Shanghai,29.7333,118.256,,
CWA,Central Wisconsin,Wassau,United States,America/Menominee,44.772726,-89.646635,,
CWC,Chernivtsi International Airport,Chernovtsk,Ukraine,Europe/Uzhgorod,48.259322,25.980831,,
CWB,Afonso Pena,Curitiba,Brazil,America/Campo_Grande,-25.528475,-49.175775,,
LHR,Heathrow,London,United Kingdom,Europe/London,51.4775,-0.461389,,
CWL,Cardiff,Cardiff,United Kingdom,Europe/London,51.396667,-3.343333,,
LHW,Lanzhou Airport,Lanzhou,China,Asia/Chongqing,36.117,103.617,,
TYF,Torsby Airport,Torsby,Sweden,Europe/Stockholm,60.157622,12.991269,,
LIF,Lifou,Lifou,New Caledonia,Europe/Paris,-20.7748,167.239864,,
TYN,Wusu,Taiyuan,China,Asia/Shanghai,37.746897,112.628428,,
LIH,Lihue,Lihue,United States,Pacific/Honolulu,21.975983,-159.338958,,
LIG,Bellegarde,Limoges,France,Europe/Paris,45.862778,1.179444,,
CXB,Coxs Bazar,Cox's Bazar,Bangladesh,Asia/Dhaka,21.452194,91.963889,,
LIL,Lesquin,Lille,France,Europe/Paris,50.561942,3.089444,,
TYS,Mc Ghee Tyson,Knoxville,United States,America/Kentucky/Monticello,35.810972,-83.994028,,
LIN,Linate,Milan,Italy,Europe/Rome,45.445103,9.276739,,
LIM,Jorge Chavez Intl,Lima,Peru,America/Lima,-12.021889,-77.114319,,
CXH,Vancouver Coal Harbour,Vancouver,Canada,America/Vancouver,49.289722,-123.115833,,
LIO,Limon Intl,Limon,Costa Rica,UTC,9.957961,-83.022006,,
CXJ,Campo Dos Bugres,Caxias Do Sul,Brazil,America/Campo_Grande,-29.197064,-51.187536,,
LIR,Daniel Oduber Quiros Intl,Liberia,Costa Rica,America/Costa_Rica,10.593289,-85.544408,,
CXI,Cassidy Intl,Kiritimati,Kiribati,Pacific/Kiritimati,1.986161,-157.349778,,
LIT,Adams Fld,Little Rock,United States,America/Chicago,34.729444,-92.224306,,
LIS,Lisboa,Lisbon,Portugal,Europe/Lisbon,38.781311,-9.135919,,
TZA,Belize City Municipal Airport,Belize,Belize,America/Belize,17.5344,-88.298,,
LIW,Loikaw Airport,Loikaw,Burma,Asia/Rangoon,19.691494,97.214825,,
LJG,Lijiang Airport,Lijiang,China,Asia/Chongqing,26.883333,100.23333,,
CYB,Gerrard Smith Intl,Cayman Barac,Cayman Islands,America/Cayman,19.686981,-79.882789,,
CYF,Chefornak Airport,Chefornak,United States,America/Nome,60.149167,-164.285556,,
CYI,Chiayi,Chiayi,Taiwan,Asia/Taipei,23.461779,120.39283,,
TZX,Trabzon,Trabzon,Turkey,Europe/Istanbul,40.995108,39.789728,,
LJU,Ljubljana,Ljubliana,Slovenia,Europe/Belgrade,46.223686,14.457611,,
CYO,Vilo Acuna Intl,Cayo Largo del Sur,Cuba,America/Havana,21.616453,-81.545989,,
CYP,Calbayog Airport,Calbayog City,Philippines,Asia/Manila,12.072706,124.545092,,
CYS,Cheyenne Rgnl Jerry Olson Fld,Cheyenne,United States,America/Denver,41.155722,-104.811839,,
CYU,Cuyo Airport,Cuyo,Philippines,Asia/Manila,10.8581,121.069,,
LKB,Lakeba Island Airport,Lakeba Island,Fiji,Pacific/Fiji,-18.1992,-178.817,,
CYX,Cherskiy Airport,Cherskiy,Russia,Asia/Anadyr,68.7406,161.338,,
CYZ,Cauayan Airport,Cauayan,Philippines,Asia/Manila,16.929861,121.753036,,
LKE,Kenmore Air Harbor Seaplane Base,Seattle,United States,America/Los_Angeles,47.629,-122.339,,
LKH,Long Akah Airport,Long Akah,Malaysia,Asia/Kuching,3.3,114.783,,
LKG,Lokichoggio Airport,Lokichoggio,Kenya,Africa/Nairobi,4.204117,34.348186,,
LKL,Banak,Lakselv,Norway,Europe/Oslo,70.068814,24.973489,,
LKN,Leknes Airport,Leknes,Norway,Europe/Oslo,68.1525,13.6094,,
CZE,Jose Leonardo Chirinos,Coro,Venezuela,America/Caracas,11.414867,-69.681656,,
CZH,Municipal,Corozal,Belize,America/Belize,18.3822,-88.4119,,
LKO,Lucknow,Lucknow,India,Asia/Kolkata,26.760594,80.889339,,
CZL,Mohamed Boudiaf Intl,Constantine,Algeria,Africa/Algiers,36.276028,6.620386,,
CZN,Chisana Airport,Chisana,United States,America/Yakutat,62.071111,-142.048333,,
CZM,Cozumel Intl,Cozumel,Mexico,America/Cancun,20.522403,-86.925644,,
CZS,Cruzeiro do Sul,Cruzeiro do Sul,Brazil,UTC,-7.599906,-72.769489,,
CZU,Las Brujas,Corozal,Colombia,America/Bogota,9.332742,-75.285594,,
CZX,Changzhou,Changzhou,China,Asia/Shanghai,31.941667,119.711667,,
LLA,Kallax,Lulea,Sweden,Europe/Stockholm,65.543758,22.121989,,
LLF,,,,Asia/Chongqing,0,0,,
LLI,Lalibella,Lalibella,Ethiopia,Africa/Addis_Ababa,11.975014,38.979969,,
LLU,Alluitsup Paa Heliport,Alluitsup Paa,Greenland,America/Godthab,60.4644,-45.5778,,
LLW,Kamuzu Intl,Lilongwe,Malawi,Africa/Blantyre,-13.789378,33.781,,
LMA,,,,America/Anchorage,0,0,,
LMC,La Macarena,La Macarena,Colombia,America/Bogota,2.179167,-73.7875,,
LMN,Limbang,Limbang,Malaysia,Asia/Kuching,4.808303,115.010439,,
LMM,Valle Del Fuerte Intl,Los Mochis,Mexico,America/Mazatlan,25.685194,-109.080806,,
LMP,Lampedusa,Lampedusa,Italy,Europe/Rome,35.497914,12.618083,,
LMY,Lake Murray Airport,Lake Murray,Papua New Guinea,Pacific/Port_Moresby,-7.00992,141.494,,
LNB,Lamen Bay Airport,Lamen Bay,Vanuatu,Pacific/Efate,-16.5842,168.159,,
LNE,Lonorore Airport,Lonorore,Vanuatu,Pacific/Efate,-15.8656,168.172,,
LNK,Lincoln,Lincoln,United States,America/Chicago,40.850971,-96.75925,,
LNJ,Lincang Airport,Lincang,China,Asia/Chongqing,23.738333,100.025,,
LNO,Leonora Airport,Leonora,Australia,Australia/Perth,-28.8781,121.315,,
LNV,Londolovit Airport,Londolovit,Papua New Guinea,Pacific/Port_Moresby,-3.04361,152.629,,
LNY,Lanai,Lanai,United States,Pacific/Honolulu,20.785611,-156.951419,,
LNZ,Linz,Linz,Austria,Europe/Vienna,48.233219,14.187511,,
LOD,Longana Airport,Longana,Vanuatu,Pacific/Efate,-15.3067,167.967,,
LOH,Camilo Ponce Enriquez Airport,La Toma (Catamayo),Ecuador,America/Guayaquil,-3.99589,-79.3719,,
LOS,Murtala Muhammed,Lagos,Nigeria,Africa/Lagos,6.577369,3.321156,,
LOU,Bowman Fld,Louisville,United States,America/Kentucky/Louisville,38.228,-85.663722,,
LPA,Gran Canaria,Gran Canaria,Spain,Atlantic/Canary,27.931886,-15.386586,,
UAH,Ua Huka Airport,Ua Huka,French Polynesia,Pacific/Marquesas,-8.93611,-139.552,,
UAK,Narsarsuaq,Narssarssuaq,Greenland,America/Godthab,61.160517,-45.425978,,
LPB,El Alto Intl,La Paz,Bolivia,America/La_Paz,-16.513339,-68.192256,,
LPD,La Pedrera Airport,La Pedrera,Colombia,America/Bogota,-1.33,-69.58,,
LPI,Saab,Linkoeping,Sweden,Europe/Stockholm,58.40615,15.680508,,
UAQ,San Juan,San Julian,Argentina,America/Argentina/San_Juan,-31.571472,-68.418194,,
UAP,Ua Pou Airport,Ua Pou,French Polynesia,Pacific/Marquesas,-9.35167,-140.078,,
LPK,Lipetsk Airport,Lipetsk,Russia,Europe/Moscow,52.7028,39.5378,,
UAS,Samburu South Airport,Samburu South,Kenya,Africa/Nairobi,0.530583,37.5342,,
LPM,Lamap Airport,Lamap,Vanuatu,Pacific/Efate,-16.454,167.823,,
LPL,Liverpool,Liverpool,United Kingdom,Europe/London,53.333611,-2.849722,,
LPQ,Luang Phabang Intl,Luang Prabang,Laos,Asia/Vientiane,19.897914,102.160764,,
LPP,Lappeenranta,Lappeenranta,Finland,Europe/Helsinki,61.044553,28.144397,,
LPS,Lopez Island Airport,Lopez,United States,America/Los_Angeles,48.4839,-122.938,,
LPT,Lampang,Lampang,Thailand,Asia/Bangkok,18.270933,99.504167,,
LPY,Loudes,Le Puy,France,Europe/Paris,45.080689,3.762889,,
LPX,Liepaja Intl,Liepaja,Latvia,UTC,56.5175,21.096944,,
UBJ,Yamaguchi Ube,Yamaguchi,Japan,Asia/Tokyo,33.93,131.278611,,
UBP,Ubon Ratchathani,Ubon Ratchathani,Thailand,Asia/Bangkok,15.251278,104.870231,,
DAB,Daytona Beach Intl,Daytona Beach,United States,America/Kentucky/Monticello,29.179917,-81.058056,,
DAD,Danang Intl,Danang,Vietnam,Asia/Ho_Chi_Minh,16.043917,108.19937,,
DAC,Zia Intl,Dhaka,Bangladesh,Asia/Dhaka,23.843333,90.397781,,
LQM,Caucaya Airport,Puerto Leguízamo,Colombia,America/Bogota,-0.18,-74.77,,
DAL,Dallas Love Fld,Dallas,United States,America/Chicago,32.847111,-96.851778,,
DAM,Damascus Intl,Damascus,Syria,Asia/Damascus,33.410636,36.514267,,
DAR,Mwalimu Julius K Nyerere Intl,Dar Es Salaam,Tanzania,Africa/Dar_es_Salaam,-6.878111,39.202625,,
DAT,Datong Airport,Datong,China,Asia/Shanghai,40.0603,113.482,,
DAU,Daru Airport,Daru,Papua New Guinea,Pacific/Port_Moresby,-9.08676,143.208,,
DAX,Dachuan Airport,Dazhou,China,Asia/Chongqing,31.3,107.5,,
DAY,James M Cox Dayton Intl,Dayton,United States,America/Indiana/Vevay,39.902375,-84.219375,,
LRE,Longreach Airport,Longreach,Australia,Australia/Lindeman,-23.4342,144.28,,
LRD,Laredo Intl,Laredo,United States,America/Chicago,27.54375,-99.461556,,
DBA,Dalbandin Airport,Dalbandin,Pakistan,UTC,28.8783,64.3998,,
LRH,La Rochelle-Ile de Re,La Rochelle,France,Europe/Paris,46.1792,-1.19528,,
LRM,Casa De Campo Intl,La Romana,Dominican Republic,America/Santo_Domingo,18.450711,-68.911833,,
UCT,Ukhta,Ukhta,Russia,Europe/Moscow,63.340297,53.482592,,
LRR,Lar Airport,Lar,Iran,Asia/Tehran,27.674725,54.383278,,
DBO,Dubbo,Dubbo,Australia,Australia/Broken_Hill,-32.216667,148.574722,,
DBV,Dubrovnik,Dubrovnik,Croatia,Europe/Belgrade,42.561353,18.268244,,
UDJ,Uzhhorod International Airport,Uzhgorod,Ukraine,Europe/Uzhgorod,48.634278,22.263356,,
LSA,Losuia Airport,Losuia,Papua New Guinea,Pacific/Port_Moresby,-8.50582,151.081,,
UDI,Ten Cel Av Cesar Bombonato,Uberlandia,Brazil,America/Campo_Grande,-18.882844,-48.225594,,
LSC,La Florida,La Serena,Chile,America/Santiago,-29.916233,-71.199522,,
LSE,La Crosse Municipal,La Crosse,United States,America/Menominee,43.878986,-91.256711,,
LSH,Lashio,Lashio,Burma,Asia/Rangoon,22.977881,97.752183,,
UDR,Udaipur,Udaipur,India,Asia/Kolkata,24.617697,73.8961,,
DCA,Ronald Reagan Washington Natl,Washington,United States,America/New_York,38.852083,-77.037722,,
LSI,Sumburgh,Sumburgh,United Kingdom,Europe/London,59.878889,-1.295556,,
DCF,Canefield,Canefield,Dominica,America/Dominica,15.336719,-61.392211,,
LSP,Josefa Camejo,Paraguana,Venezuela,America/Caracas,11.780775,-70.151497,,
LST,Launceston,Launceston,Australia,Australia/Adelaide,-41.545278,147.214167,,
LSS,Terre-de-Haut Airport,Les Saintes,Guadeloupe,America/Guadeloupe,15.8644,-61.5806,,
DCM,Mazamet,Castres,France,Europe/Paris,43.55625,2.289183,,
LSY,Lismore Airport,Lismore,Australia,Australia/Brisbane,-28.8303,153.26,,
LTD,Ghadames East,Ghadames,Libya,Africa/Tripoli,30.151695,9.715305,,
UEL,Quelimane,Quelimane,Mozambique,Africa/Maputo,-17.8555,36.869106,,
LTI,Altai Airport,Altai,Mongolia,Asia/Hovd,46.3764,96.2211,,
DDC,Dodge City Regional Airport,Dodge City,United States,America/North_Dakota/Center,37.7634,-99.9656,,
LTK,Bassel Al Assad Intl,Latakia,Syria,Asia/Damascus,35.401094,35.948681,,
UET,Quetta,Quetta,Pakistan,Asia/Karachi,30.251369,66.937764,,
DDG,Dandong,Dandong,China,Asia/Harbin,40.0255,124.2866,,
LTO,Loreto Intl,Loreto,Mexico,America/Hermosillo,25.989194,-111.348361,,
LTN,Luton,London,United Kingdom,Europe/London,51.874722,-0.368333,,
LTT,La Môle Airport,La Môle,France,Europe/Paris,43.2054,6.482,,
LTX,Cotopaxi International Airport,Latacunga,Ecuador,America/Guayaquil,-0.5425,-78.3657,,
UFA,Ufa,Ufa,Russia,Asia/Yekaterinburg,54.557511,55.874417,,
LUA,Lukla,Lukla,Nepal,Asia/Kathmandu,27.687778,86.731389,,
LUD,Luderitz Airport,Luderitz,Namibia,Africa/Windhoek,-26.6874,15.2429,,
LUH,Ludhiana,Ludhiaha,India,Asia/Kolkata,30.854681,75.952592,,
LUG,Lugano,Lugano,Switzerland,Europe/Zurich,46.004275,8.910578,,
DEA,Dera Ghazi Khan Airport,Dera Ghazi Khan,Pakistan,Asia/Karachi,29.961011,70.485925,,
DED,Dehradun,Dehra Dun,India,Asia/Kolkata,30.189689,78.180256,,
DEC,Decatur,Decatur,United States,America/Chicago,39.834564,-88.865689,,
LUN,Lusaka Intl,Lusaka,Zambia,Africa/Lusaka,-15.330817,28.452628,,
LUM,Mangshi Airport,Luxi,China,Asia/Chongqing,24.4011,98.5317,,
