code,name,city,country,timezone,lat,lng,terminal,gate
BBA,Balmaceda,Balmaceda,Chile,America/Santiago,-45.916058,-71.689475,,
SCQ,Santiago,Santiago,Spain,Europe/Madrid,42.896333,-8.415144,,
JRH,Jorhat,Jorhat,India,Asia/Kolkata,26.731528,94.175536,,
SCU,Antonio Maceo Intl,Santiago De Cuba,Cuba,America/Havana,19.969769,-75.835414,,
SCT,Socotra Intl,Socotra,Yemen,Asia/Aden,12.630672,53.905778,,
JRO,Kilimanjaro Intl,Kilimanjaro,Tanzania,Africa/Dar_es_Salaam,-3.429406,37.074461,,
SCW,Syktyvkar,Syktyvkar,Russia,Europe/Moscow,61.64705,50.84505,,
SCV,Stefan Cel Mare,Suceava,Romania,Europe/Bucharest,47.6875,26.354056,,
BBI,Bhubaneshwar,Bhubaneswar,India,Asia/Kolkata,20.244364,85.817781,,
SCY,San Cristóbal Airport,San Cristóbal,Ecuador,Pacific/Galapagos,-0.910206,-89.61745,,
SCX,Salina Cruz Naval Air Station,Salina Cruz,Mexico,America/Mexico_City,16.2126,-95.2016,,
BBK,Kasane,Kasane,Botswana,Africa/Gaborone,-17.832875,25.1624,,
BBO,Berbera,Berbera,Somalia,Africa/Mogadishu,10.389167,44.941106,,
BBN,Bario Airport,Bario,Malaysia,Asia/Kuching,3.73389,115.479,,
BBS,Blackbushe,Blackbushe,United Kingdom,Europe/London,51.323889,-0.8475,,
SDD,Lubango,Lubango,Angola,Africa/Luanda,-14.924733,13.575022,,
BBU,Aurel Vlaicu,Bucharest,Romania,Europe/Bucharest,44.503194,26.102111,,
SDF,Louisville International Airport,Louisville,United States,America/Kentucky/Louisville,38.1740858,-85.7364989,,
SDE,Santiago Del Estero,Santiago Del Estero,Argentina,America/Argentina/Catamarca,-27.765617,-64.310122,,
SDG,Sanandaj,Sanandaj,Iran,Asia/Tehran,35.245856,47.009247,,
SDJ,Sendai,Sendai,Japan,Asia/Tokyo,38.139722,140.916944,,
JSA,Jaisalmer,Jaisalmer,India,Asia/Kolkata,26.888653,70.864967,,
SDL,Sundsvall Harnosand,Sundsvall,Sweden,Europe/Stockholm,62.528125,17.443928,,
SDK,Sandakan,Sandakan,Malaysia,Asia/Kuching,5.900897,118.059486,,
SDN,Anda Airport,Sandane,Norway,Europe/Oslo,61.83,6.10583,,
SDP,Sand Point Airport,Sand Point,United States,America/Anchorage,55.315,-160.523,,
BCA,Gustavo Rizo,Baracoa Playa,Cuba,America/Havana,20.365317,-74.506206,,
JSI,Alexandros Papadiamantis,Skiathos,Greece,Europe/Athens,39.1771,23.503675,,
SDQ,Las Americas Intl,Santo Domingo,Dominican Republic,America/Santo_Domingo,18.429664,-69.668925,,
BCD,Bacolod,Bacolod,Philippines,Asia/Manila,10.642511,122.929617,,
SDT,Saidu Sharif,Saidu Sharif,Pakistan,Asia/Karachi,34.813556,72.352814,,
SDV,Sde Dov,Tel-aviv,Israel,Asia/Jerusalem,32.114661,34.782239,,
SDU,Santos Dumont,Rio De Janeiro,Brazil,America/Bahia,-22.910461,-43.163133,,
JSR,Jessore,Jessore,Bangladesh,Asia/Dhaka,23.1838,89.160833,,
SDY,Sidney-Richland Municipal Airport,Sidney,United States,America/Denver,47.706944,-104.1925,,
BCL,Barra del Colorado Airport,Pococi,Costa Rica,America/Costa_Rica,10.768736,-83.585614,,
BCN,Barcelona,Barcelona,Spain,Europe/Madrid,41.297078,2.078464,,
BCM,Bacau,Bacau,Romania,Europe/Bucharest,46.521946,26.910278,,
JSU,Maniitsoq Airport,Maniitsoq,Greenland,America/Godthab,65.4125,-52.9394,,
SEA,Seattle Tacoma Intl,Seattle,United States,America/Los_Angeles,47.449,-122.309306,,
SEB,Sebha,Sebha,Libya,Africa/Tripoli,26.986964,14.472525,,
SEN,Southend,Southend,United Kingdom,Europe/London,51.571389,0.695556,,
BDA,Bermuda Intl,Bermuda,Bermuda,Atlantic/Bermuda,32.364042,-64.678703,,
BDB,Bundaberg,Bundaberg,Australia,Australia/Brisbane,-24.903889,152.318611,,
BDD,Badu Island Airport,Badu Island,Australia,Australia/Lindeman,-10.15,141.175,,
SEW,,,,Africa/Cairo,0,0,,
BDH,Bandar Lengeh,Bandar Lengeh,Iran,Asia/Tehran,26.532,54.824847,,
BDJ,Syamsudin Noor,Banjarmasin,Indonesia,Asia/Makassar,-3.442356,114.762553,,
JTR,Santorini,Thira,Greece,Europe/Athens,36.399169,25.479333,,
SEZ,Seychelles Intl,Mahe,Seychelles,Indian/Mahe,-4.674342,55.521839,,
BDL,Bradley Intl,Windsor Locks,United States,America/New_York,41.938889,-72.683222,,
BDO,Husein Sastranegara,Bandung,Indonesia,Asia/Jakarta,-6.900625,107.576294,,
BDQ,Vadodara,Baroda,India,Asia/Kolkata,22.336164,73.226289,,
SFB,Orlando Sanford Intl,Sanford,United States,America/Kentucky/Monticello,28.777639,-81.237489,,
BDP,Chandragadhi Airport,Chandragarhi,Nepal,Asia/Kathmandu,26.570822,88.079578,,
SFA,Thyna,Sfax,Tunisia,Africa/Tunis,34.717953,10.690972,,
BDS,Casale,Brindisi,Italy,Europe/Rome,40.657633,17.947033,,
SFD,San Fernando De Apure,San Fernando De Apure,Venezuela,America/Caracas,7.883317,-67.444025,,
BDR,Igor I Sikorsky Mem,Stratford,United States,America/New_York,41.163472,-73.126167,,
SFG,Grand Case,St. Martin,Guadeloupe,America/Guadeloupe,18.099914,-63.047197,,
JUB,Juba,Juba,South Sudan,Africa/Khartoum,4.872006,31.601117,,
SFL,,,,Atlantic/Cape_Verde,0,0,,
SFN,Sauce Viejo,Santa Fe,Argentina,America/Argentina/Cordoba,-31.711666,-60.811668,,
SFO,San Francisco Intl,San Francisco,United States,America/Los_Angeles,37.618972,-122.374889,,
BEB,Benbecula,Benbecula,United Kingdom,Europe/London,57.481111,-7.362778,,
JUJ,Jujuy,Jujuy,Argentina,America/Argentina/Jujuy,-24.392778,-65.097778,,
JUL,Juliaca,Juliaca,Peru,America/Lima,-15.467103,-70.158169,,
SFT,Skelleftea,Skelleftea,Sweden,Europe/Stockholm,64.624772,21.076892,,
JUM,Jumla,Jumla,Nepal,Asia/Kathmandu,29.274167,82.193333,,
BEG,Beograd,Belgrade,Serbia,Europe/Belgrade,44.818444,20.309139,,
BEL,Val De Cans Intl,Belem,Brazil,America/Belem,-1.37925,-48.476292,,
BEN,Benina,Benghazi,Libya,Africa/Tripoli,32.096786,20.269472,,
JUV,Upernavik Airport,Upernavik,Greenland,America/Godthab,72.7902,-56.1306,,
JUZ,Quzhou Airport,Quzhou,China,Asia/Shanghai,28.9658,118.899,,
SGC,Surgut,Surgut,Russia,Asia/Yekaterinburg,61.343694,73.401842,,
BET,Bethel,Bethel,United States,America/Nome,60.779778,-161.838,,
BES,Guipavas,Brest,France,Europe/Paris,48.447911,-4.418539,,
SGD,Sonderborg,Soenderborg,Denmark,Europe/Copenhagen,54.964367,9.791731,,
BEU,Bedourie Airport,Bedourie,Australia,Australia/Broken_Hill,-24.3461,139.46,,
SGF,Springfield Branson Natl,Springfield,United States,America/Chicago,37.245667,-93.388639,,
JVA,Ankavandra Airport,Ankavandra,Madagascar,Indian/Antananarivo,-18.8,45.283,,
BEW,Beira,Beira,Mozambique,Africa/Maputo,-19.796419,34.907556,,
BEY,Rafic Hariri Intl,Beirut,Lebanon,Asia/Beirut,33.820931,35.488389,,
SGO,St George Airport,St George,Australia,Australia/Brisbane,-28.0497,148.595,,
SGN,Tansonnhat Intl,Ho Chi Minh City,Vietnam,Asia/Ho_Chi_Minh,10.818797,106.651856,,
BFF,Western Nebraska Regional Airport,Scottsbluff,United States,America/Denver,41.874,-103.596,,
BFI,Boeing Fld King Co Intl,Seattle,United States,America/Los_Angeles,47.53,-122.301947,,
SGY,Skagway Airport,Skagway,United States,America/Juneau,59.4601,-135.316,,
SGX,,,,Africa/Dar_es_Salaam,0,0,,
BFL,Meadows Fld,Bakersfield,United States,America/Los_Angeles,35.433598,-119.05677,,
SHB,Nakashibetsu,Nakashibetsu,Japan,Asia/Tokyo,43.5775,144.96,,
SHA,Hongqiao Intl,Shanghai,China,Asia/Shanghai,31.197875,121.336319,,
BFS,Belfast Intl,Belfast,United Kingdom,Europe/London,54.6575,-6.215833,,
SHC,Shire Inda Selassie Airport,Shire Indasilase,Ethiopia,Africa/Addis_Ababa,14.0781,38.2725,,
SHE,Shenyang Taoxian International Airport,Shenyang,China,Asia/Harbin,41.3824,123.2901,,
SHH,Shishmaref Airport,Shishmaref,United States,America/Nome,66.2496,-166.089,,
BFV,Buri Ram,Buri Ram,Thailand,Asia/Bangkok,15.229539,103.253231,,
SHG,Shungnak Airport,Shungnak,United States,America/Nome,66.888056,-157.1625,,
SHJ,Sharjah Intl,Sharjah,United Arab Emirates,Asia/Dubai,25.328575,55.51715,,
SHL,Shillong Airport,Shillong,India,Asia/Kolkata,25.7036,91.9787,,
SHP,Shanhaiguan Airport,Qinhuangdao,China,Asia/Harbin,39.9681,119.731,,
SHR,Sheridan County Airport,Sheridan,United States,America/Denver,44.7692,-106.98,,
BGA,Palonegro,Bucaramanga,Colombia,America/Bogota,7.1265,-73.184778,,
BGF,Bangui M Poko,Bangui,Central African Republic,Africa/Bangui,4.398475,18.518786,,
SHV,Shreveport Rgnl,Shreveport,United States,America/Chicago,32.446629,-93.8256,,
SHX,Shageluk Airport,Shageluk,United States,America/Nome,62.692222,-159.569167,,
SHW,Sharurah,Sharurah,Saudi Arabia,Asia/Riyadh,17.466875,47.121431,,
BGI,Grantley Adams Intl,Bridgetown,Barbados,America/Barbados,13.074603,-59.492456,,
SHY,Shinyanga Airport,Shinyanga,Tanzania,Africa/Dar_es_Salaam,-3.667,33.417,,
BGM,Greater Binghamton Edwin A Link Fld,Binghamton,United States,America/New_York,42.208689,-75.979839,,
SIA,Xi\'An Xiguan,Xi\'AN,China,Asia/Shanghai,34.3767,109.12,,
BGO,Flesland,Bergen,Norway,Europe/Oslo,60.293386,5.218142,,
BGR,Bangor Intl,Bangor,United States,America/New_York,44.807444,-68.828139,,
SIC,Sinop Airport,Sinop,Turkey,Europe/Istanbul,42.0158,35.0664,,
SID,Amilcar Cabral Intl,Amilcar Cabral,Cape Verde,Atlantic/Cape_Verde,16.741389,-22.949444,,
SIG,Fernando Luis Ribas Dominicci,San Juan,Puerto Rico,America/Puerto_Rico,18.456828,-66.098139,,
SIF,Simara,Simara,Nepal,Asia/Kathmandu,27.159456,84.980122,,
BGW,Baghdad International Airport,Baghdad,Iraq,Asia/Baghdad,33.262539,44.234578,,
BGY,Bergamo Orio Al Serio,Bergamo,Italy,Europe/Rome,45.673889,9.704166,,
SIN,Changi Intl,Singapore,Singapore,Asia/Singapore,1.350189,103.994433,,
SIP,Simferopol Intl,Simferopol,Ukraine,Europe/Simferopol,45.052222,33.975139,,
BHB,Hancock County - Bar Harbor,Bar Harbor,United States,America/New_York,44.4497689,-68.3615653,,
BHD,Belfast City,Belfast,United Kingdom,Europe/London,54.618056,-5.8725,,
SIT,Sitka Rocky Gutierrez,Sitka,United States,America/Juneau,57.047138,-135.361611,,
BHG,Brus Laguna Airport,Brus Laguna,Honduras,America/Tegucigalpa,15.7631,-84.5436,,
BHI,Comandante Espora,Bahia Blanca,Argentina,America/Argentina/Buenos_Aires,-38.724967,-62.169317,,
BHH,Bisha,Bisha,Saudi Arabia,Asia/Riyadh,19.98435,42.620881,,
BHK,Bukhara,Bukhara,Uzbekistan,Asia/Samarkand,39.775,64.483333,,
BHJ,Bhuj,Bhuj,India,Asia/Kolkata,23.287828,69.670147,,
BHM,Birmingham Intl,Birmingham,United States,America/Chicago,33.562942,-86.75355,,
BHO,Bhopal,Bhopal,India,Asia/Kolkata,23.287467,77.337375,,
BHQ,Broken Hill Airport,Broken Hill,Australia,Australia/Broken_Hill,-32.0014,141.472,,
BHS,Bathurst Airport,Bathurst,Australia,Australia/Brisbane,-33.4094,149.652,,
SJD,Los Cabos Intl,San Jose Del Cabo,Mexico,America/Mazatlan,23.15185,-109.721044,,
BHR,Bharatpur Airport,Bharatpur,Nepal,Asia/Kathmandu,27.6781,84.4294,,
SJC,Norman Y Mineta San Jose Intl,San Jose,United States,America/Los_Angeles,37.3626,-121.929022,,
BHU,Bhavnagar,Bhaunagar,India,Asia/Kolkata,21.752206,72.185181,,
SJE,Jorge E Gonzalez Torres,San Jose Del Guaviare,Colombia,America/Bogota,2.579694,-72.639358,,
BHV,Bahawalpur Airport,Bahawalpur,Pakistan,Asia/Karachi,29.3481,71.717981,,
BHY,Beihai Airport,Beihai,China,Asia/Shanghai,21.5394,109.294,,
SJJ,Sarajevo,Sarajevo,Bosnia and Herzegovina,Europe/Belgrade,43.824583,18.331467,,
BHX,Birmingham,Birmingham,United Kingdom,Europe/London,52.453856,-1.748028,,
SJI,Antique,San Jose,Philippines,Asia/Manila,10.766044,121.933439,,
SJP,Sao Jose Do Rio Preto,Sao Jose Do Rio Preto,Brazil,America/Campo_Grande,-20.816567,-49.406511,,
SJO,Juan Santamaria Intl,San Jose,Costa Rica,America/Costa_Rica,9.993861,-84.208806,,
BIA,Poretta,Bastia,France,Europe/Paris,42.552664,9.483731,,
BID,Block Island State Airport,Block Island,United States,America/New_York,41.168056,-71.577778,,
SJT,San Angelo Rgnl Mathis Fld,San Angelo,United States,America/Chicago,31.35775,-100.496306,,
SJU,Luis Munoz Marin Intl,San Juan,Puerto Rico,America/Puerto_Rico,18.439417,-66.001833,,
SJW,Shijiazhuang Daguocun International Airport,Shijiazhuang,China,Asia/Shanghai,38.280686,114.6973,,
SJZ,Sao Jorge,Sao Jorge Island,Portugal,Atlantic/Azores,38.6655,-28.175817,,
BII,Enyu Airfield,Bikini Atoll,Marshall Islands,Pacific/Kwajalein,11.5225,165.565,,
SJY,Seinäjoki Airport,Seinäjoki / Ilmajoki,Finland,Europe/Helsinki,62.6921,22.8323,,
BIL,Billings Logan International Airport,Billings,United States,America/Boise,45.80921,-108.537654,,
BIK,Frans Kaisiepo,Biak,Indonesia,Asia/Jayapura,-1.190017,136.107997,,
JYV,Jyvaskyla,Jyvaskyla,Finland,Europe/Helsinki,62.399453,25.678253,,
BIM,South Bimini,Alice Town,Bahamas,UTC,25.699881,-79.264656,,
BIO,Bilbao,Bilbao,Spain,Europe/Madrid,43.301097,-2.910608,,
BIR,Biratnagar,Biratnagar,Nepal,Asia/Kathmandu,26.481453,87.264036,,
SKC,Suki Airport,Suki,Papua New Guinea,Pacific/Port_Moresby,-8.033,141.717,,
BIQ,Anglet,Biarritz-bayonne,France,Europe/Paris,43.468419,-1.523325,,
SKB,Robert L Bradshaw,Basse Terre,Saint Kitts and Nevis,America/St_Kitts,17.311194,-62.718667,,
SKE,Geiteryggen,Skien,Norway,Europe/Oslo,59.185,9.566944,,
BIS,Bismarck Municipal Airport,Bismarck,United States,America/North_Dakota/Center,46.775842,-100.757931,,
SKD,Samarkand,Samarkand,Uzbekistan,Asia/Samarkand,39.700547,66.983829,,
SKG,Makedonia,Thessaloniki,Greece,Europe/Athens,40.519725,22.97095,,
SKH,Surkhet,Surkhet,Nepal,Asia/Kathmandu,28.586,81.636,,
SKK,Shaktoolik Airport,Shaktoolik,United States,America/Nome,64.371111,-161.223889,,
SKO,Sadiq Abubakar Iii Intl,Sokoto,Nigeria,Africa/Lagos,12.916322,5.207189,,
SKN,Skagen,Stokmarknes,Norway,Europe/Oslo,68.580833,15.026111,,
BJA,Soummam,Bejaja,Algeria,Africa/Algiers,36.711997,5.069922,,
JZH,Jiuzhaigou Huanglong,Jiuzhaigou,China,Asia/Chongqing,32.857,103.683,,
SKP,Skopje,Skopje,Macedonia,Europe/Belgrade,41.961622,21.621381,,
BJB,Bojnourd Airport,Bojnourd,Iran,Asia/Tehran,37.492958,57.308219,,
SKT,Sialkot Airport,Sialkot,Pakistan,UTC,32.5356,74.3639,,
BJF,Batsfjord,Batsfjord,Norway,Europe/Oslo,70.600278,29.6925,,
BJI,Bemidji Regional Airport,Bemidji,United States,America/North_Dakota/Center,47.510722,-94.934722,,
SKZ,Sukkur,Sukkur,Pakistan,Asia/Karachi,27.721989,68.791683,,
BJM,Bujumbura Intl,Bujumbura,Burundi,Africa/Bujumbura,-3.324019,29.318519,,
BJL,Banjul Intl,Banjul,Gambia,Africa/Banjul,13.337961,-16.652206,,
SLA,Salta,Salta,Argentina,America/Argentina/Jujuy,-24.855978,-65.486169,,
BJR,Bahir Dar,Bahar Dar,Ethiopia,Africa/Addis_Ababa,11.608075,37.321644,,
SLC,Salt Lake City Intl,Salt Lake City,United States,America/Boise,40.788389,-111.977772,,
SLH,Sola Airport,Sola,Vanuatu,Pacific/Efate,-13.8517,167.537,,
BJV,Bodrum - Milas,Bodrum,Turkey,Europe/Istanbul,37.249,27.667,,
BJX,Guanajuato Intl,Del Bajio,Mexico,America/Mexico_City,20.993464,-101.480847,,
SLI,Solwesi Airport,Solwesi,Zambia,Africa/Lusaka,-12.1737,26.3651,,
SLL,Salalah,Salalah,Oman,Asia/Muscat,17.038719,54.091297,,
BJZ,Talavera La Real,Badajoz,Spain,Europe/Madrid,38.89125,-6.821333,,
SLK,Adirondack Regional Airport,Saranac Lake,United States,America/New_York,44.3853,-74.2062,,
SLN,Salina Municipal Airport,Salina,United States,America/Chicago,38.791,-97.6522,,
SLM,Salamanca,Salamanca,Spain,Europe/Madrid,40.952117,-5.501986,,
SLP,Ponciano Arriaga Intl,San Luis Potosi,Mexico,America/Mexico_City,22.254303,-100.930806,,
BKA,Bykovo,Moscow,Russia,Europe/Moscow,55.617222,38.059999,,
SLQ,Sleetmute Airport,Sleetmute,United States,America/Anchorage,61.700566,-157.165833,,
BKC,Buckland Airport,Buckland,United States,America/Nome,65.981667,-161.149167,,
SLU,George F L Charles,Castries,Saint Lucia,America/St_Lucia,14.020228,-60.992936,,
SLX,Salt Cay Airport,Salt Cay,Turks and Caicos Islands,America/Grand_Turk,21.333,-71.2,,
SLW,Plan De Guadalupe Intl,Saltillo,Mexico,America/Monterrey,25.549497,-100.928669,,
SLZ,Marechal Cunha Machado Intl,Sao Luis,Brazil,America/Belem,-2.585361,-44.234139,,
BKI,Kota Kinabalu Intl,Kota Kinabalu,Malaysia,Asia/Kuching,5.937208,116.051181,,
BKL,Burke Lakefront Airport,Cleveland,United States,America/Detroit,41.5175,-81.683333,,
BKK,Suvarnabhumi Intl,Bangkok,Thailand,Asia/Bangkok,13.681108,100.747283,,
BKM,Bakalalan Airport,Bakalalan,Malaysia,Asia/Kuching,3.974,115.618,,
SMA,Santa Maria,Santa Maria (island),Portugal,Atlantic/Azores,36.97139,-25.170639,,
BKO,Senou,Bamako,Mali,Africa/Bamako,12.533544,-7.949944,,
BKS,Fatmawati Soekarno,Bengkulu,Indonesia,Asia/Jakarta,-3.8637,102.339036,,
SMF,Sacramento Intl,Sacramento,United States,America/Los_Angeles,38.695417,-121.590778,,
SMI,Samos,Samos,Greece,Europe/Athens,37.689999,26.911667,,
SMK,St. Michael Airport,St. Michael,United States,America/Nome,63.49,-162.110278,,
BKY,Bukavu Kavumu,Bukavu/kavumu,Congo (Kinshasa),Africa/Kinshasa,-2.308978,28.808803,,
SML,Stella Maris,Stella Maris,Bahamas,America/Nassau,23.581444,-75.270475,,
SMN,Lemhi County Airport,Salmon,United States,America/Boise,45.123889,-113.881389,,
BLA,General Jose Antonio Anzoategui Intl,Barcelona,Venezuela,America/Caracas,10.107139,-64.689161,,
SMS,Sainte Marie,Sainte Marie,Madagascar,Indian/Antananarivo,-17.093889,49.815834,,
SMR,Simon Bolivar,Santa Marta,Colombia,America/Bogota,11.11965,-74.230647,,
BLE,Borlange,Borlange,Sweden,Europe/Stockholm,60.422017,15.515211,,
BLI,Bellingham Intl,Bellingham,United States,America/Los_Angeles,48.792694,-122.537528,,
SMX,Santa Maria Pub Cpt G Allan Hancock Airport,Santa Maria,United States,America/Los_Angeles,34.8989,-120.457,,
BLK,Blackpool,Blackpool,United Kingdom,Europe/London,53.771667,-3.028611,,
BLJ,Batna Airport,Batna,Algeria,Africa/Algiers,35.752106,6.308589,,
BLL,Billund,Billund,Denmark,Europe/Copenhagen,55.740322,9.151778,,
BLQ,Bologna,Bologna,Italy,Europe/Rome,44.535444,11.288667,,
SNA,John Wayne Arpt Orange Co,Santa Ana,United States,America/Los_Angeles,33.675667,-117.868222,,
BLR,Bangalore,Bangalore,India,Asia/Kolkata,12.949986,77.668206,,
SNC,General Ulpiano Paez,Salinas,Ecuador,America/Guayaquil,-2.204994,-80.988878,,
SNE,Preguica,Sao Nocolau Island,Cape Verde,Atlantic/Cape_Verde,16.588356,-24.284656,,
BLV,Scott Afb Midamerica,Belleville,United States,America/Chicago,38.545178,-89.835183,,
BLZ,Chileka Intl,Blantyre,Malawi,Africa/Blantyre,-15.679053,34.974014,,
SNN,Shannon,Shannon,Ireland,Europe/Dublin,52.701978,-8.924817,,
SNP,St Paul Island,St. Paul Island,United States,America/Nome,57.167333,-170.220444,,
SNO,Sakon Nakhon,Sakon Nakhon,Thailand,Asia/Bangkok,17.195142,104.118625,,
SNR,Montoir,St.-nazaire,France,Europe/Paris,47.312189,-2.149181,,
BMA,Bromma,Stockholm,Sweden,Europe/Stockholm,59.354372,17.94165,,
BMD,Belo sur Tsiribihina Airport,Belo sur Tsiribihina,Madagascar,Indian/Antananarivo,-19.6867,44.5419,,
BME,Broome,Broome,Australia,Australia/Perth,-17.8,122.2,,
SNU,Abel Santamaria,Santa Clara,Cuba,America/Havana,22.492192,-79.943611,,
SNW,Thandwe,Thandwe,Burma,Asia/Rangoon,18.460731,94.300119,,
BMI,Central Illinois Rgnl,Bloomington,United States,America/Chicago,40.477111,-88.915917,,
BMK,Borkum,Borkum,Germany,Europe/Berlin,53.5955,6.709167,,
BMO,Banmaw Airport,Banmaw,Burma,Asia/Rangoon,24.269033,97.246153,,
SOC,Adi Sumarmo Wiryokusumo,Solo City,Indonesia,Asia/Jakarta,-7.516089,110.756892,,
BMV,Buon Ma Thuot Airport,Buonmethuot,Vietnam,Asia/Ho_Chi_Minh,12.668311,108.120272,,
SOG,Sogndal Airport,Sogndal,Norway,Europe/Oslo,61.1561,7.13778,,
BMU,Muhammad Salahuddin,Bima,Indonesia,Asia/Makassar,-8.539647,118.687322,,
SOF,Sofia,Sofia,Bulgaria,Europe/Sofia,42.695194,23.406167,,
BMW,Bordj Badji Mokhtar Airport,Bordj Badji Mokhtar,Algeria,Africa/Algiers,21.375,0.923889,,
BMY,Belep Islands Airport,Waala,New Caledonia,Pacific/Noumea,-19.7206,163.661,,
SOJ,Sorkjosen Airport,Sorkjosen,Norway,Europe/Oslo,69.7868,20.9594,,
SOM,San Tome,San Tome,Venezuela,America/Caracas,8.945147,-64.151083,,
SON,Santo Pekoa International Airport,Santo,Vanuatu,Pacific/Efate,-15.505033,167.219742,,
BNA,Nashville Intl,Nashville,United States,America/Chicago,36.124472,-86.678194,,
SOQ,Jefman,Sorong,Indonesia,Asia/Jayapura,-0.926358,131.121194,,
BNE,Brisbane Intl,Brisbane,Australia,Australia/Brisbane,-27.384167,153.1175,,
SOU,Southampton,Southampton,United Kingdom,Europe/London,50.950261,-1.356803,,
BND,Bandar Abbass Intl,Bandar Abbas,Iran,Asia/Tehran,27.218317,56.37785,,
SOW,Show Low Regional Airport,Show Low,United States,America/Phoenix,34.265556,-110.005556,,
SOV,,,,America/Anchorage,0,0,,
BNI,Benin,Benin,Nigeria,Africa/Lagos,6.316981,5.599503,,
BNK,Ballina Byron Gateway,Ballina Byron Bay,Australia,Australia/Brisbane,-28.833889,153.5625,,
BNN,Bronnoy,Bronnoysund,Norway,Europe/Oslo,65.461111,12.2175,,
SPB,Scappoose Industrial Airpark,San Luis,United States,America/St_Thomas,45.771028,-122.861833,,
BNS,Barinas,Barinas,Venezuela,America/Caracas,8.619575,-70.220825,,
SPD,Saidpur,Saidpur,Bangladesh,Asia/Dhaka,25.759228,88.908869,,
SPC,La Palma,Santa Cruz De La Palma,Spain,Atlantic/Canary,28.626478,-17.755611,,
BNX,Banja Luka International Airport,Banja Luka,Bosnia and Herzegovina,Europe/Belgrade,44.941444,17.297501,,
SPI,Abraham Lincoln Capital,Springfield,United States,America/Chicago,39.8441,-89.677889,,
SPL,,,,Europe/Amsterdam,0,0,,
SPN,Francisco C Ada Saipan Intl,Saipan,Northern Mariana Islands,Pacific/Pago_Pago,15.119003,145.729356,,
SPP,Menongue,Menongue,Angola,Africa/Luanda,-14.657583,17.719833,,
BOB,Bora Bora,Bora Bora,French Polynesia,Pacific/Tahiti,-16.444378,-151.751286,,
SPR,San Pedro,San Pedro,Belize,America/Belize,17.913936,-87.971075,,
BOD,Merignac,Bordeaux,France,Europe/Paris,44.828335,-0.715556,,
BOC,Bocas Del Toro Intl,Bocas Del Toro,Panama,America/Panama,9.340853,-82.250842,,
SPS,Sheppard Afb Wichita Falls Muni,Wichita Falls,United States,America/Chicago,33.988797,-98.491894,,
SPU,Split,Split,Croatia,Europe/Belgrade,43.538944,16.297964,,
BOH,Bournemouth,Bournemouth,United Kingdom,Europe/London,50.78,-1.8425,,
BOG,Eldorado Intl,Bogota,Colombia,America/Bogota,4.701594,-74.146947,,
BOJ,Burgas,Bourgas,Bulgaria,Europe/Sofia,42.569583,27.515236,,
BOI,Boise Air Terminal,Boise,United States,America/Boise,43.564361,-116.222861,,
BON,Flamingo,Kralendijk,Netherlands Antilles,America/Curacao,12.131044,-68.268511,,
BOM,Chhatrapati Shivaji Intl,Mumbai,India,Asia/Kolkata,19.088686,72.867919,,
BOO,Bodo,Bodo,Norway,Europe/Oslo,67.269167,14.365278,,
BOS,General Edward Lawrence Logan Intl,Boston,United States,America/New_York,42.364347,-71.005181,,
BOW,Bartow Municipal Airport,Bartow,United States,America/Kentucky/Monticello,27.9434,-81.7834,,
KAC,Kamishly Airport,Kamishly,Syria,Asia/Damascus,37.020625,41.191394,,
BOY,Bobo Dioulasso,Bobo-dioulasso,Burkina Faso,Africa/Ouagadougou,11.160056,-4.330969,,
KAD,Kaduna,Kaduna,Nigeria,Africa/Lagos,10.696025,7.320114,,
SQO,Storuman Airport,Mohed,Sweden,Europe/Stockholm,64.960894,17.696583,,
KAJ,Kajaani,Kajaani,Finland,Europe/Helsinki,64.285472,27.692414,,
KAL,Kaltag Airport,Kaltag,United States,America/Nome,64.3191,-158.741,,
KAO,Kuusamo,Kuusamo,Finland,Europe/Helsinki,65.987575,29.239381,,
KAN,Mallam Aminu Intl,Kano,Nigeria,Africa/Lagos,12.047589,8.524622,,
KAW,Kawthoung Airport,Kawthoung,Burma,Asia/Rangoon,10.049258,98.538006,,
BPN,Sepinggan,Balikpapan,Indonesia,Asia/Makassar,-1.268272,116.894478,,
KAX,Kalbarri Airport,Kalbarri,Australia,Australia/Perth,-27.69,114.262,,
BPS,Aeroporto de Porto Seguro,Porto Seguro,Brazil,America/Bahia,-16.438611,-39.080833,,
BPT,Southeast Texas Rgnl,Beaumont,United States,America/Chicago,29.950833,-94.020694,,
SRE,Juana Azurduy De Padilla,Sucre,Bolivia,America/La_Paz,-19.007083,-65.288747,,
SRG,Achmad Yani,Semarang,Indonesia,Asia/Jakarta,-6.971447,110.374122,,
BPY,Besalampy,Besalampy,Madagascar,Indian/Antananarivo,-16.741945,44.481388,,
SRJ,Capitán Av. German Quiroga G. Airport,San Borja,Bolivia,America/La_Paz,-14.8592,-66.7375,,
BPX,Qamdo Bangda Airport,Bangda,China,Asia/Chongqing,30.5536,97.1083,,
KBC,Birch Creek Airport,Brich Creek,United States,America/Anchorage,66.256708,-145.815319,,
SRQ,Sarasota Bradenton Intl,Sarasota,United States,America/Kentucky/Monticello,27.395444,-82.554389,,
KBL,Kabul Intl,Kabul,Afghanistan,Asia/Kabul,34.565853,69.212328,,
